QueryText,Sector,clean_text,label,balancing
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUMMER MAIZE?,AGRICULTURE,information regarding suitable varieties summer maize,0,original
INFORMATION RREGARDING CONTROL OF FLOWER DROPING IN POMEGRANATE?,HORTICULTURE,information rregarding control flower droping pomegranate,1,original
INFORMATION REGARDING SEED RATE OF RICE CROP?,AGRICULTURE,information regarding seed rate rice crop,0,original
GUAVA BORER PROBLEM?,HORTICULTURE,guava borer problem,1,original
WHAT IS THE YIELD OF BASMATIS NEW VARIETIES?,AGRICULTURE,yield basmatis new varieties,0,original
INFORMATION REGARDING TO THE SOWING TIME OF SUMMER MOONG,AGRICULTURE,information regarding sowing time summer moong,0,original
WHICH IS THE NEW VARIETY OF AMERICAN COTTON?,AGRICULTURE,new variety american cotton,0,original
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE,information regarding varieties rice crop,0,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,information regarding new varieties rice,0,original
control of leaf borer in radish?,HORTICULTURE,control leaf borer radish,1,original
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE,information regarding varieties rice crop,0,original
information regarding catterpiller in barseem?,AGRICULTURE,information regarding catterpiller barseem,0,original
INFORMATION REGARDING IMPROVED VARIETIES OF BASMATI RICE ?,AGRICULTURE,information regarding improved varieties basmati rice,0,original
information regarding new varieties of paddy ?,AGRICULTURE,information regarding new varieties paddy,0,original
WHAT IS THE DURATION OF GARLIC?,HORTICULTURE,duration garlic,1,original
information regarding new varieties of paddy ?,AGRICULTURE,information regarding new varieties paddy,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,information regarding suitable varieties cotton narma,0,original
information regarding new varieties of paddy ?,AGRICULTURE,information regarding new varieties paddy,0,original
how to control of weed of sugarcane ?,AGRICULTURE,control weed sugarcane,0,original
how to control of weed of sugarcane ?,AGRICULTURE,control weed sugarcane,0,original
weather of amritsar ?,AGRICULTURE,weather amritsar,0,original
INFORMATION REGARDING THE SOWING TIME OF RICE IN PUNJAB.?,AGRICULTURE,information regarding sowing time rice punjab,0,original
HOW MANY IRRIGATIONS  DO MOONG NEED?,AGRICULTURE,many irrigations moong need,0,original
WHAT IS THE YIELD OF  PR 122?,AGRICULTURE,yield pr,0,original
information regarding new varieties of paddy ?,AGRICULTURE,information regarding new varieties paddy,0,original
information regarding new varieties of paddy ?,AGRICULTURE,information regarding new varieties paddy,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF BLACK GRAM(MAH)?,AGRICULTURE,information regarding suitable varieties black gram mah,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF BLACK GRAM(MAH)?,AGRICULTURE,information regarding suitable varieties black gram mah,0,original
for control of bhahbu kutta in barseem?,AGRICULTURE,control bhahbu kutta barseem,0,original
for control of bhahbu kutta in barseem?,AGRICULTURE,control bhahbu kutta barseem,0,original
WHAT IS THE YIELD OF PR 122?,AGRICULTURE,yield pr,0,original
varieties of summer moong?,AGRICULTURE,varieties summer moong,0,original
varieties of paddy ?,AGRICULTURE,varieties paddy,0,original
varieties of paddy ?,AGRICULTURE,varieties paddy,0,original
improved varieties paddy ?,AGRICULTURE,improved varieties paddy,0,original
improved varieties paddy ?,AGRICULTURE,improved varieties paddy,0,original
CONTROL OF DOWNY MILDEW IN THE ONION ?,HORTICULTURE,control downy mildew onion,1,original
WHAT IS THE YIELD OF PR 121?,AGRICULTURE,yield pr,0,original
information regarding to new varieties of rice,AGRICULTURE,information regarding new varieties rice,0,original
information regardingh to seed treatment of sugarcane?,AGRICULTURE,information regardingh seed treatment sugarcane,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF BLACK GRAM(MAH)?,AGRICULTURE,information regarding suitable varieties black gram mah,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
information regarding to controll of caterpiller in black gram?,AGRICULTURE,information regarding controll caterpiller black gram,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUMMER MAIZE?,AGRICULTURE,information regarding suitable varieties summer maize,0,original
WHAT ARE THE NEW VARIETIES OF RICE?,AGRICULTURE,new varieties rice,0,original
WHAT IS THE TIME OF PLANTING OF NURSERY?,AGRICULTURE,time planting nursery,0,original
information regarding chance of rainfall today?,AGRICULTURE,information regarding chance rainfall today,0,original
INFORMATION REGARDING TO CONTROLL OF FRUIT BORER IN TOMATO CROP?,HORTICULTURE,information regarding controll fruit borer tomato crop,1,original
dropping of flowers?,HORTICULTURE,dropping flowers,1,original
INFORMATION CHANCE OF RAINFALL TODAY?,AGRICULTURE,information chance rainfall today,0,original
how are weather today?,AGRICULTURE,weather today,0,original
INFORMATION REGARDING FOR THE SUITABLE SEED RATE OF PADDY(JHONA) PER ACRE?,AGRICULTURE,information regarding suitable seed rate paddy jhona per acre,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
"INFORMATION REGARDING THE CONTAC NO. OF PAU, LUDHIANA.?",AGRICULTURE,information regarding contac pau ludhiana,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
information regarding to control of fruit borer in brinjal,HORTICULTURE,information regarding control fruit borer brinjal,1,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
information regarding to contrrol of bihar hairy catterpiller in mungbean,AGRICULTURE,information regarding contrrol bihar hairy catterpiller mungbean,0,original
INFORMATION REGARDING THE SOWING TIME OF RICE IN PUNJAB.?,AGRICULTURE,information regarding sowing time rice punjab,0,original
INFORMATION REGARDING FOR THE CONTROL OF GRASS HOPPER ATTACK ON BAJRA CROP?,AGRICULTURE,information regarding control grass hopper attack bajra crop,0,original
INFORMATION REGARDING THE  CONTROL OF BIHARI CATERPILLAR IN BARSEEM.?,AGRICULTURE,information regarding control bihari caterpillar barseem,0,original
information regarding to seed treatment in cotton,AGRICULTURE,information regarding seed treatment cotton,0,original
INFORMATION REGARDING FOR THE SUITABLE SOWING TIME OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable sowing time paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
NEW VARITY OF RICE?,AGRICULTURE,new varity rice,0,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,information regarding new varieties rice,0,original
WHAT IS THE SOWING TIME OF VAEGETABLES?,HORTICULTURE,sowing time vaegetables,1,original
flower droping in moong?,AGRICULTURE,flower droping moong,0,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,information regarding chance rainfall today,0,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,information regarding weather amritsar,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE CONTROL OF EARLY SHOOT BORER IN SUGARCANE CROP?,AGRICULTURE,information regarding control early shoot borer sugarcane crop,0,original
information regarding to varieties of kharif  maize,AGRICULTURE,information regarding varieties kharif maize,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,information regarding new varieties rice,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
IF THERE ARE ANY CHANCES OF RAINFALL  IN UPCOMING DAYS. .?,AGRICULTURE,chances rainfall upcoming days,0,original
information regarding to new variety?,AGRICULTURE,information regarding new variety,0,original
what are the new varieties of rice?,AGRICULTURE,new varieties rice,0,original
WHAT IS THE DATE OF NURSERY PLANTING OF RICE?,AGRICULTURE,date nursery planting rice,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE,information regarding suitable varieties sugarcane,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUMMER MAIZE?,AGRICULTURE,information regarding suitable varieties summer maize,0,original
which are the varieties of rice?,AGRICULTURE,varieties rice,0,original
info,AGRICULTURE,info,0,original
information regarding to new varieties of rice,AGRICULTURE,information regarding new varieties rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF POWDRY MILDEW DISEASE IN WATERMELON CROP?,HORTICULTURE,information regarding control powdry mildew disease watermelon crop,1,original
information regarding to control of maize borer in maize,AGRICULTURE,information regarding control maize borer maize,0,original
information regarding to suitable varieties of rice,AGRICULTURE,information regarding suitable varieties rice,0,original
new varieties of paddy?,AGRICULTURE,new varieties paddy,0,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE,information regarding current weather condition,0,original
information regarding improved varieties of rice?,AGRICULTURE,information regarding improved varieties rice,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
information regarding to contrrol of bihar hairy catterpiller in mungbean,AGRICULTURE,information regarding contrrol bihar hairy catterpiller mungbean,0,original
information regarding to suitable varieties of rice,AGRICULTURE,information regarding suitable varieties rice,0,original
INFORMATION REGARDING WEED CONTROL OF SURARCANE ?,AGRICULTURE,information regarding weed control surarcane,0,original
WEATHER INFORMATION?,AGRICULTURE,weather information,0,original
transplanting time of paddy nursery?,AGRICULTURE,transplanting time paddy nursery,0,original
information regarding to suitable varieties of rice,AGRICULTURE,information regarding suitable varieties rice,0,original
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE,information regarding latest varieties rice crop,0,original
ROTTING OF SUGARCANE DUE TO CATERPILLAR?,AGRICULTURE,rotting sugarcane due caterpillar,0,original
information regarding to suitable varieties of turmeric,HORTICULTURE,information regarding suitable varieties turmeric,1,original
new varieties of basmati rice?,AGRICULTURE,new varieties basmati rice,0,original
information regarding to suitable varieties of rice,AGRICULTURE,information regarding suitable varieties rice,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
what should be done to get high yield in bhindi?,HORTICULTURE,done get high yield bhindi,1,original
problem of phillipine downy mildew in maize?,AGRICULTURE,problem phillipine downy mildew maize,0,original
information regarding to spacing in turmeric,HORTICULTURE,information regarding spacing turmeric,1,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,information regarding control maize borer attack summer maize crop,0,original
information regarding to control of stem borer in sugarcane,AGRICULTURE,information regarding control stem borer sugarcane,0,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,information regarding control maize borer attack summer maize crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
information regarding to suitable varieties of rice,AGRICULTURE,information regarding suitable varieties rice,0,original
INFORMATION REGARDING FOR THE FERTILIZER DOSE AT THE TIME OF SOWING OF GREEN GRAM(MOONGI) CROP?,AGRICULTURE,information regarding fertilizer dose time sowing green gram moongi crop,0,original
information regarding to new varieties of basmati rice,AGRICULTURE,information regarding new varieties basmati rice,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,information regarding suitable varieties paddy jhona,0,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,information regarding seed treatment paddy jhona,0,original
problem of weeds in sugarcane?,AGRICULTURE,problem weeds sugarcane,0,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,information regarding seed treatment paddy jhona,0,original
infromation regarding weather?,AGRICULTURE,infromation regarding weather,0,original
